title,writer,publisher,school,id_number,call_num,description,pubDate,img,catgory,rental_count,like_count,book,member,affiliation,rental_requset_member,rental_requset_status,rental_requset_data,rental_status,over_due_status,return_date,reservation_count
말의 시나리오,김윤나,카시오페아,대덕소프트웨어마이스터고등학교,IT00015923,189.2 김66ㅁ c.2,"세바시 300만 화제의 강연자이자 SK, LG, 삼성이 뽑은 최고의 강연자이기도 한 40만 부 『말 그릇』의 저자 김윤나의 새 책 『말의 시나리오』가 출간되었다. 대화가 불편하고 관계가 어려운 사람들에게 ‘말의 시나리오’를 점검해볼 것을 제안한다.",2022-06-03,https://image.aladin.co.kr/product/29531/76/cover500/k502837541_2.jpg,국내도서>자기계발>협상/설득/화술>화술,0,0,1,,1,,False,,False,False,,0
참여형 수업을 이끄는 창의적 교수법 47가지,전창욱,미래와경영,대덕소프트웨어마이스터고등학교,EM00017485,373.2 전82ㅊ,교육생들을 교육할 때 참여를 이끌어내기 위해서 교육현장에서 실제로 활용할 수 있는 교수법을 설명한 책이다. 버라이어티 프로그램에서 출연자들이 하는 게임을 교육현장에서 적용했다는 점이 특징이다.,2015-05-25,https://image.aladin.co.kr/product/2705/58/cover500/8962871351_1.jpg,국내도서>자기계발>협상/설득/화술>화술,0,0,1,,1,,False,,False,False,,0
스티브 잡스처럼 생각하라,김영한,새빛에듀넷,대덕소프트웨어마이스터고등학교,EM00011739,325.1 김64ㅅ,,2009-02-25,https://image.aladin.co.kr/product/328/87/cover500/8992873344_1.jpg,국내도서>경제경영>CEO/비즈니스맨을 위한 능력계발>성공학/경력관리,0,0,1,,1,,False,,False,False,,0
오은영의 화해,오은영,Korea.com(코리아닷컴),대덕소프트웨어마이스터고등학교,IT00015911,189.2 오67ㅇ,"지면에 정신 상담을 연재하며 쏟아져 들어온 수많은 아픈 사연과, 어찌할 바를 몰라 저자를 찾아와 무너져 내리는 마음을 쏟아냈던 사람들의 고통이 어디에서 온 것인지, 어떻게 다스려야 하는지를 정신건강의학과 전문의로서 깊이 분석하고 고뇌하며 연구한 최선의 조언을 담고 있다.",2019-01-10,https://image.aladin.co.kr/product/28980/35/cover500/k672836028_1.jpg,국내도서>자기계발>인간관계>교양심리학,0,0,1,,1,,False,,False,False,,0
말의 시나리오,김윤나,카시오페아,대덕소프트웨어마이스터고등학교,IT00015922,189.2 김66ㅁ,"세바시 300만 화제의 강연자이자 SK, LG, 삼성이 뽑은 최고의 강연자이기도 한 40만 부 『말 그릇』의 저자 김윤나의 새 책 『말의 시나리오』가 출간되었다. 대화가 불편하고 관계가 어려운 사람들에게 ‘말의 시나리오’를 점검해볼 것을 제안한다.",2022-06-03,https://image.aladin.co.kr/product/29531/76/cover500/k502837541_2.jpg,국내도서>자기계발>협상/설득/화술>화술,0,0,1,,1,,False,,False,False,,0
마흔 살 여자가 서른 살 여자에게,데버러 콜린스 스티븐스,웅진윙스(웅진씽크빅),대덕소프트웨어마이스터고등학교,EM00011815,199.1 스888ㅁ,"정치가, 기업 CEO, 영화감독, 방송인 등 사회적으로 성공한 네 여성이 저녁식사 테이블에 둘러앉아 자신들이 겪었던 상처를 털어놓고 서로를 치유하는 과정에서 얻은 삶의 지혜와 용기를 이야기한다. 서른 살 여자들을 위해 마흔 살 여자들이 털어놓은 47가지 조언이 담겨 있다.",2008-11-17,https://image.aladin.co.kr/product/282/41/cover500/8901089939_1.jpg,국내도서>자기계발>여성의 자기계발,0,0,1,,1,,False,,False,False,,0
성공하고 싶을 때 일하기 싫을 때 읽는 책,바이취엔전,새론북스,대덕소프트웨어마이스터고등학교,EM00011838,325.04 바68ㅅ,"행복한 인생을 살아가기 위해 꼭 필요한 수많은 지혜들을 '스스로 결정하는 자신의 운명, 경쟁, 실패를 딛고 일어선 성공, 적극적인 삶의 이미지' 등 11가지 테마로 깔끔하게 정리한 처세 가이드. 저자는 각각의 테마에 어울리는 다양한 에피소드를 통해 우리들이 인생 여정에서 마주쳤던 수많은 고민들에 대한 명쾌한 해결책을 제시한다.",2010-05-20,https://image.aladin.co.kr/product/711/49/cover500/8993536198_1.jpg,국내도서>자기계발>인간관계>인간관계,0,0,1,,1,,False,,False,False,,0
창의성을 지휘하라,에드 캣멀,와이즈베리,대덕소프트웨어마이스터고등학교,IT00003012,325.1 캣34ㅊ,"경영 일선에서 은퇴한 후 저자가 쌓아온 기념비적인 헤리티지를 되짚어보고, 더욱 업그레이드된 혁신과 창조의 스토리를 150여 쪽 증보하였다. 더불어 2006년 디즈니의 픽사 인수 이후 문화가 확연히 다른 두 기업을 어떻게 업계 최고로 ‘동시에’ 성공시켰는지를 사례와 인터뷰 중심으로 풍성하게 엮어냈다.",2025-01-21,https://image.aladin.co.kr/product/35606/21/cover500/k722036091_1.jpg,국내도서>경제경영>기업 경영>경영전략/혁신,0,0,1,,1,,False,,False,False,,0
너  외롭구나,김형태,예담,대덕소프트웨어마이스터고등학교,EM00009282,186.3 김94ㄴ,"출간 즉시 베스트셀러가 되며 많은 청년에게 사랑받았던 초판의 특장점만을 살려, 이 시대에도 여전히 유효한 청년들의 52가지 고민과 그에 대한 저자의 솔직하고 거침없는 조언을 현대적인 감각으로 다시 편집했다.",2016-02-04,https://image.aladin.co.kr/product/7655/6/cover500/8959139955_2.jpg,국내도서>자기계발>20대의 자기계발,0,0,1,,1,,False,,False,False,,0
대한민국 가장을 위한 변명,김정일,청년정신,대덕소프트웨어마이스터고등학교,EM00009318,185.5 김74ㄷ,"가정에서 소외되고, 사회에서 밀려난 중년 가장들. 그들에게 무슨 일이 있는 것일까? 정신과 전문의 김정일 박사가 필자 자신이 속한 세대의 외로움과 불안에 대해 이야기한다. 자신의 경험과 생각을 허심탄회하게 털어놓으면서 같은 세대를 살아가는 남자들의 고민을 대변하고, 새로운 인생을 시작하는 방법을 모색해 보고자 했다.",2006-04-24,https://image.aladin.co.kr/product/64/63/cover500/8958610476_1.jpg,국내도서>자기계발>인간관계>교양심리학,0,0,1,,1,,False,,False,False,,0
성공하는 리더를 위한 중국고전 12편,모리야히로시,예문,대덕소프트웨어마이스터고등학교,EM00009422,325.3 모298ㅅ,이 책은 리더론이라는 관점에서 <손자>에서 <십팔사략>까지 우리에게 비교적 익숙한 중국 고전 12편의 핵심 내용을 새롭게 재해석하여 보여준다.,2002-05-15,https://image.aladin.co.kr/product/34/96/cover500/8986834987_1.gif,국내도서>자기계발>리더십>리더십,0,0,1,,1,,False,,False,False,,0
거인의 신념,토머스 왓슨 Jr.,세종서적,대덕소프트웨어마이스터고등학교,EM00009202,325 왓57ㄱ,"1963년 초판이 출간된 이래 미국 재계에서 엄청난 반발과 논란의 대상이 되어왔던 경영철학의 고전이다. IBM 창업자의 아들인 저자는 이 책에서 100여년에 걸친 역사와 세계정세, 기업 환경을 면밀히 살피면서 기업이 어디로 나아가야 할지를 제시하고 있다.",2005-06-13,https://image.aladin.co.kr/product/56/61/cover500/8984071935_1.jpg,국내도서>자기계발>리더십>리더십,0,0,1,,1,,False,,False,False,,0
따뜻한 카리스마,이종선,랜덤하우스중앙,대덕소프트웨어마이스터고등학교,EM00009332,325.21 이75ㄸ,"대한민국 최고의 CEO 컨설턴트 이종선이 우리 사회에서 성공하는 사람들이 공통적으로 지니고 있는 요소를 ‘따뜻한 카리스마’라는 키워드로 풀어낸 책. 2004년 출간되어 50만 독자들에게 뜨거운 호응을 받았던 《따뜻한 카리스마》의 전면 개정판이다. 싸우지 않고 이기는 힘으로 요약되는 이 책은 저자가 20여 년 동안 전직 대통령, 대기업 CEO 등 각계 500여 명 리더들을 컨설팅 하는 과정에서 건져 올린 생생하고 구체적인 내용들을 담고 있다.",2011-08-17,https://image.aladin.co.kr/product/1282/33/cover500/890112761x_1.jpg,국내도서>자기계발>리더십>리더십,0,0,1,,1,,False,,False,False,,0
배려,한상복,위즈덤하우스,대덕소프트웨어마이스터고등학교,EM00001829,325.04 한51ㅂ c.2,"성공이란, 상대가 원하는 것을 충실하게 주다 보면 자연스럽게 돌아오는 대가이다. 경쟁자를 쓰러뜨리거나 누군가를 밟고 일어선다고 해서 이룰 수 있는 것이 아니다. 성공 자체만을 목표로 하고 달려가는 사람은 결코 성공할 수 없다. '배려'와 '나눔'은 타인이 아닌 결국 나 자신을 위한 배려이다.",2006-01-10,https://image.aladin.co.kr/product/61/20/cover500/s722635387_2.jpg,국내도서>자기계발>인간관계>인간관계,0,0,1,,1,,False,,False,False,,0
배려,한상복,위즈덤하우스,대덕소프트웨어마이스터고등학교,EM00017406,325.04 한51ㅂ c.10,"성공이란, 상대가 원하는 것을 충실하게 주다 보면 자연스럽게 돌아오는 대가이다. 경쟁자를 쓰러뜨리거나 누군가를 밟고 일어선다고 해서 이룰 수 있는 것이 아니다. 성공 자체만을 목표로 하고 달려가는 사람은 결코 성공할 수 없다. '배려'와 '나눔'은 타인이 아닌 결국 나 자신을 위한 배려이다.",2006-01-10,https://image.aladin.co.kr/product/61/20/cover500/s722635387_2.jpg,국내도서>자기계발>인간관계>인간관계,0,0,1,,1,,False,,False,False,,0
배려,한상복,위즈덤하우스,대덕소프트웨어마이스터고등학교,EM00017410,325.04 한51ㅂ c.14,"성공이란, 상대가 원하는 것을 충실하게 주다 보면 자연스럽게 돌아오는 대가이다. 경쟁자를 쓰러뜨리거나 누군가를 밟고 일어선다고 해서 이룰 수 있는 것이 아니다. 성공 자체만을 목표로 하고 달려가는 사람은 결코 성공할 수 없다. '배려'와 '나눔'은 타인이 아닌 결국 나 자신을 위한 배려이다.",2006-01-10,https://image.aladin.co.kr/product/61/20/cover500/s722635387_2.jpg,국내도서>자기계발>인간관계>인간관계,0,0,1,,1,,False,,False,False,,0
기분이 태도가 되지 않게,레본심리,갤리온,대덕소프트웨어마이스터고등학교,IT00012423,181.7 레45ㄱ,30만 베스트셀러 『기분이 태도가 되지 않게』와 세상에서 가장 귀여운 ‘헬로키티’가 만났다. 전 세계 다양한 세대에게 꾸준히 사랑받은 헬로키티는 국내외 여러 유명 브랜드와 컬래버레이션을 진행했다. 이번에는 2020년 출간 이후 독자들에게 꾸준히 사랑받아온 『기분이 태도가 되지 않게』와 함께한다.,2025-11-12,https://image.aladin.co.kr/product/37535/62/cover500/8901297841_1.jpg,국내도서>에세이>한국에세이,0,0,1,,1,,False,,False,False,,0
기분이 태도가 되지 않게,레본심리,갤리온,대덕소프트웨어마이스터고등학교,IT00014536,181.7 레45ㄱ c.3,30만 베스트셀러 『기분이 태도가 되지 않게』와 세상에서 가장 귀여운 ‘헬로키티’가 만났다. 전 세계 다양한 세대에게 꾸준히 사랑받은 헬로키티는 국내외 여러 유명 브랜드와 컬래버레이션을 진행했다. 이번에는 2020년 출간 이후 독자들에게 꾸준히 사랑받아온 『기분이 태도가 되지 않게』와 함께한다.,2025-11-12,https://image.aladin.co.kr/product/37535/62/cover500/8901297841_1.jpg,국내도서>에세이>한국에세이,0,0,1,,1,,False,,False,False,,0
욕구본능과 리더십,펠릭스 폰 쿠베,즐거운텍스트,대덕소프트웨어마이스터고등학교,EM00018018,325.3 쿠44ㅇ,"심리학, 행동생물학, 리더십의 철학이 흥미롭게 결합된 자기계발서다. 직원들이 일에서 기쁨을 얻게 하려면 어떻게 해야 하는지에 대한 해법을 대자연의 통솔법칙에서 찾고 있다.",2006-08-10,https://image.aladin.co.kr/product/67/88/cover500/8984452599_1.jpg,국내도서>자기계발>리더십>리더십,0,0,1,,1,,False,,False,False,,0
완벽의 추구,탈 벤 샤하르,위즈덤하우스,대덕소프트웨어마이스터고등학교,EM00012830,325.04 샤92완,"2007년 출간된 『해피어』로 치열한 경쟁과 스트레스에 갇혀 있는 하버드대생들에게 행복학 열풍을 일으킨 탈 벤-샤하르의 신작. 현대인들이 행복하지 못한 이유가 ‘완벽을 추구하기 때문’임을 역설한 책이다. 전작 『해피어』에서 행복과 행복의 조건에 대해 우리가 알고 있는 생각들을 재고하더니, 이번에는 ‘완벽’이 성공과 행복을 위한 최고의 척도라는 그릇된 믿음을 버리라고 말한다.",2010-09-27,https://image.aladin.co.kr/product/780/77/cover500/8960862878_1.jpg,국내도서>자기계발>인간관계>교양심리학,0,0,1,,1,,False,,False,False,,0
 누구나 할 수 있는 정진호의  비주얼 씽킹,정진호,한빛미디어,대덕소프트웨어마이스터고등학교,IT00004313,181.3 정78ㅂ,"아이가 처음 말을 배우듯, 가장 흥미를 가진 소재나 분야를 선택해서 비주얼씽킹의 기본 요소인 비주얼유닛부터 시작할 수 있도록 안내한다. 가장 일반적인 점, 선, 원, 사각형 등의 비주얼유닛부터 하나씩 그려 보고, 점차 말풍선, 배너 등을 그려 본다.",2015-06-05,https://image.aladin.co.kr/product/6011/88/cover500/8968481989_1.jpg,국내도서>자기계발>시간관리/정보관리>시간관리,0,0,1,,1,,False,,False,False,,0
 데일 카네기 인간관계론,데일 카네기,미래지식,대덕소프트웨어마이스터고등학교,IT00006455,199.1 카194ㅇ,"가장 단순한 원칙들로 복잡한 인간관계에 대한 우리의 고민을 명쾌하게 해결해 준다. 사람을 다루는 기본적인 방법, 사람들이 당신을 좋아하도록 만드는 방법, 사람들을 설득하는 방법, 반발 없이 상대를 변화시키는 방법까지, 실생활에 적용할 수 있는 다양한 원칙을 풍부한 사례와 함께 제시한다.",2019-10-07,https://image.aladin.co.kr/product/20945/79/cover500/s652933016_2.jpg,국내도서>자기계발>인간관계>인간관계,0,0,1,,1,,False,,False,False,,0
 데일 카네기의 성공대화론,데일 카네기,코너스톤,대덕소프트웨어마이스터고등학교,IT00006465,802.5 카194ㅅ,데일 카네기 자기계발 시리즈 세 권이 합본으로 출간되었다. 세 권의 책을 하나의 책으로 묶은 《데일 카네기 자기계발 시리즈》로 자기계발의 신화이자 행복과 성공의 핵심 비법을 전한 데일 카네기의 이론과 실천법을 만나보자.,2020-05-10,https://image.aladin.co.kr/product/23842/90/cover500/k502639387_2.jpg,국내도서>자기계발>성공>성공학,0,0,1,,1,,False,,False,False,,0
 데일 카네기의 성공대화론,데일 카네기,코너스톤,대덕소프트웨어마이스터고등학교,IT00006466,802.5 카194ㅅ c.2,데일 카네기 자기계발 시리즈 세 권이 합본으로 출간되었다. 세 권의 책을 하나의 책으로 묶은 《데일 카네기 자기계발 시리즈》로 자기계발의 신화이자 행복과 성공의 핵심 비법을 전한 데일 카네기의 이론과 실천법을 만나보자.,2020-05-10,https://image.aladin.co.kr/product/23842/90/cover500/k502639387_2.jpg,국내도서>자기계발>성공>성공학,0,0,1,,1,,False,,False,False,,0
말의 품격,이기주,황소북스,대덕소프트웨어마이스터고등학교,IT00008440,818 이18ㅁ c.3,도서 '글의 품격'과 '말의 품격' 세트 상품이다.,2019-05-29,https://image.aladin.co.kr/product/19339/89/cover500/k672635715_1.jpg,국내도서>인문학>책읽기/글쓰기>글쓰기,0,0,1,,1,,False,,False,False,,0
말의 품격,이기주,황소북스,대덕소프트웨어마이스터고등학교,IT00006494,818 이18ㅁ,도서 '글의 품격'과 '말의 품격' 세트 상품이다.,2019-05-29,https://image.aladin.co.kr/product/19339/89/cover500/k672635715_1.jpg,국내도서>인문학>책읽기/글쓰기>글쓰기,0,0,1,,1,,False,,False,False,,0
     안철수   지금 우리에게 필요한 것은,안철수,김영사,대덕소프트웨어마이스터고등학교,EM00010661,325.3 안83ㅈ c.3,"<CEO 안철수, 영혼이 있는 승부>를 통해 ""삶과 비즈니스도 결국은 긴 호흡과 영혼의 승부""임을 내보였던 우리 시대의 리더 안철수. 그가 지난 10년간의 소중한 경험을 바탕으로 우리가 '다음'을 준비하기 위해 지금 해야할 일들을 이야기한다. 원고지 3,000매 분량의 메모와 이메일, 일기에는 생생한 고민들과 속깊은 사유의 흔적들이 곳곳에 배어있다.",2004-12-16,https://image.aladin.co.kr/product/53/11/cover500/8934917202_2.jpg,국내도서>자기계발>리더십>리더십,0,0,1,,1,,False,,False,False,,0
비굴클럽,김정선,웅진닷컴,대덕소프트웨어마이스터고등학교,EM00003773,325 김74ㅂ,"'남자보다 더 열심히, 남자보다 더 뛰어나게'면 직장에서 성공하는가? 아니다. 회사란 일만 하는 곳이 아니라 상사, 동료, 후배들과 어울리며 미묘한 이해 관계를 잘 극복해 나가는 것 또한 필요한 곳이다. 따라서 여자의 성공 전략 또한 바뀌어야 한다. 답은 '비쿨(Be Cool)'해져야 한다.",2005-01-31,https://image.aladin.co.kr/product/54/6/cover500/8901048914_1.jpg,국내도서>경제경영>CEO/비즈니스맨을 위한 능력계발>성공학/경력관리,0,0,1,,1,,False,,False,False,,0
예수의 리더십,마이크 머독,오늘,대덕소프트웨어마이스터고등학교,EM00004334,232.8 머25ㅇ,"자신의 가치를 알고 있었다, 휴식 시간을 가졌다, 사람을 한번도 처벌하지 않았다 등 예수에게 배우는 리더십의 비밀 57가지와 삶의 지혜 그리고 인생 성공비결을 담은 책.  <성공의 비결><위기를 위한 지혜><1분짜리 주머니 속 성경>등을  펴낸 미국의 베스트셀러 작가 마이크 머독은 성경을 꼼꼼히 들춰보며 예수가 지닌 지도력의 근원을 추적했다.",2000-08-15,https://image.aladin.co.kr/product/24/57/cover500/8935503773_1.gif,국내도서>자기계발>리더십>리더십,0,0,1,,1,,False,,False,False,,0
